,"(0,0)","(1,1)","(1,2)","(1,3)","(1,4)","(2,1)","(2,2)","(2,3)","(2,4)","(3,1)","(3,2)","(3,3)","(3,4)","(4,1)","(4,2)","(4,3)","(4,4)","(5,1)","(5,2)","(5,3)","(5,4)",Question_ID,correctness,end,player_ID,player_experience,start,total,x1,x2,x3,x4,y1,y2,y3,y4
0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.317,0.217,0.017,0.0,0.017,0.333,0.0,0.217,0.0,0.0,0.0,1,1,15.444339999999999,10,1,14.06201,1.418,0.0,0.0,0.618,0.35,0.284,0.334,0.55,0.017
0,0.067,0.0,0.0,0.0,0.033,0.033,0.4,0.5,0.35,0.0,0.15,0.333,0.1,0.0,0.0,0.0,0.133,0.0,0.267,0.0,0.0,2,1,22.985529999999997,10,1,20.6673,2.366,0.033,1.283,0.583,0.133,0.033,0.817,0.833,0.616
0,0.033,0.017,0.5,0.233,0.0,0.25,0.183,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.0,3,1,29.2453,10,1,27.51959,1.766,0.75,0.433,0.2,0.05,0.517,0.683,0.533,0.0
0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.783,0.616,0.0,0.0,0.2,0.0,0.0,4,1,35.273990000000005,10,1,33.38458,1.933,0.0,0.0,0.0,1.516,0.117,0.983,0.616,0.0
1,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.516,0.0,0.2,0.117,0.0,0.0,4,1,36.341609999999996,10,1,35.273990000000005,1.099,0.0,0.0,0.0,0.699,0.2,0.3,0.516,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633,0.333,0.0,0.0,0.267,0.0,0.0,4,1,37.54059,10,1,36.341609999999996,1.233,0.0,0.0,0.0,0.966,0.0,0.9,0.333,0.0
0,0.033,0.05,0.083,0.167,0.083,0.267,0.017,0.0,0.017,0.233,0.033,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.25,5,1,43.35565,10,1,41.99323,1.399,0.383,0.301,0.399,0.0,0.55,0.133,0.333,0.35
1,0.05,0.0,0.317,0.4,0.0,0.0,0.0,0.017,0.183,0.0,0.0,0.083,0.133,0.0,0.0,0.15,0.033,0.0,0.2,0.2,0.0,5,1,45.08185,10,1,43.35565,1.766,0.717,0.2,0.216,0.183,0.0,0.517,0.85,0.349
2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.133,0.0,0.267,0.0,0.267,0.25,0.0,0.117,0.083,0.0,0.0,5,1,46.445370000000004,10,1,45.08185,1.4,0.0,0.233,0.4,0.517,0.117,0.483,0.25,0.5
3,0.033,0.0,0.033,0.0,0.0,0.0,0.15,0.083,0.083,0.05,0.6,0.333,0.167,0.0,0.333,0.0,0.0,0.0,0.0,0.5,0.0,5,1,48.76056,10,1,46.445370000000004,2.365,0.033,0.316,1.15,0.333,0.05,1.116,0.916,0.25
4,0.05,0.0,0.233,0.05,0.083,0.4,0.466,0.4,0.067,0.05,0.417,0.233,0.0,0.017,0.167,0.1,0.0,0.0,0.15,0.167,0.0,5,1,51.75189,10,1,48.76056,3.05,0.366,1.333,0.7,0.284,0.467,1.433,0.95,0.15
5,0.117,0.0,0.0,0.1,0.0,0.0,0.0,0.417,0.133,0.0,0.0,0.233,0.033,0.0,0.0,0.017,0.1,0.167,0.017,0.0,0.0,5,1,53.05011,10,1,51.75189,1.334,0.1,0.55,0.266,0.117,0.167,0.017,0.767,0.266
0,0.083,0.0,0.0,0.0,0.0,0.15,0.616,0.0,0.0,0.067,0.55,0.0,0.0,0.4,0.267,0.0,0.0,0.283,0.033,0.0,0.0,6,1,61.85736,10,1,59.45624,2.449,0.0,0.766,0.617,0.667,0.9,1.466,0.0,0.0
1,0.017,0.0,0.0,0.0,0.0,0.033,0.1,0.0,0.0,0.017,0.333,0.0,0.0,0.083,0.433,0.017,0.0,0.1,0.133,0.0,0.0,6,1,63.087709999999994,10,1,61.85736,1.266,0.0,0.133,0.35,0.533,0.233,0.999,0.017,0.0
2,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.1,0.067,0.0,0.1,0.183,0.4,0.0,0.0,0.033,0.267,0.017,6,1,64.51727,10,1,63.087709999999994,1.467,0.0,0.0,0.384,0.683,0.317,0.316,0.734,0.017
3,0.1,0.0,0.15,0.017,0.0,0.0,0.05,0.2,0.0,0.217,0.65,0.866,0.1,0.0,0.0,0.0,0.15,0.033,0.183,0.033,0.0,6,1,67.21124,10,1,64.51727,2.749,0.167,0.25,1.833,0.15,0.25,1.033,1.116,0.25
4,0.067,0.067,0.1,0.0,0.0,0.0,0.033,0.233,0.0,0.0,0.133,0.5,0.117,0.0,0.017,0.217,0.0,0.05,0.183,0.0,0.0,6,1,68.88750999999999,10,1,67.21124,1.717,0.167,0.266,0.75,0.234,0.117,0.466,0.95,0.117
5,0.217,0.017,0.3,0.067,0.0,0.0,0.033,0.267,0.0,0.0,0.1,0.933,0.083,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6,1,71.05511,10,1,68.88750999999999,2.217,0.384,0.3,1.116,0.0,0.217,0.433,1.267,0.083
6,0.233,0.0,0.0,0.0,0.0,0.0,0.433,0.566,0.2,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.167,0.0,0.217,0.0,0.0,6,1,73.07648,10,1,71.05511,2.066,0.0,1.199,0.25,0.167,0.0,0.65,0.616,0.567
7,0.067,0.0,0.516,0.183,0.083,0.0,0.0,0.367,0.05,0.0,0.0,0.1,0.25,0.0,0.017,0.0,0.0,0.0,0.0,0.033,0.383,6,1,75.08001999999999,10,1,73.07648,2.049,0.782,0.417,0.35,0.017,0.0,0.533,0.683,0.766
0,0.633,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.067,0.067,0.0,0.0,0.0,0.0,0.167,0.017,7,1,81.02838,10,1,79.76178,1.301,0.0,0.033,0.317,0.134,0.417,0.067,0.167,0.017
1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733,0.233,0.0,0.017,0.067,0.0,0.0,7,1,82.24347,10,1,81.02838,1.25,0.0,0.0,0.0,0.966,0.017,0.8,0.233,0.0
2,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.283,0.0,0.183,0.083,0.0,0.0,0.0,0.117,0.083,7,1,83.52545,10,1,82.24347,1.316,0.0,0.25,0.483,0.266,0.0,0.183,0.4,0.616
3,0.117,0.0,0.0,0.0,0.0,0.0,0.317,0.267,0.033,0.083,1.216,0.283,0.15,0.0,0.2,0.0,0.0,0.0,0.05,0.15,0.0,7,1,86.33453,10,1,83.52545,2.866,0.0,0.617,1.732,0.2,0.083,1.783,0.7,0.183
4,0.033,0.0,0.4,0.0,0.0,0.05,0.4,0.0,0.0,0.167,0.866,0.083,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.067,0.15,7,1,88.74945,10,1,86.33453,2.466,0.4,0.45,1.116,0.25,0.217,1.866,0.2,0.15
5,0.05,0.1,0.15,0.333,0.033,0.0,0.15,0.2,0.033,0.0,0.2,0.1,0.0,0.0,0.183,0.0,0.0,0.0,0.25,0.0,0.0,7,1,90.48980999999999,10,1,88.74945,1.782,0.616,0.383,0.3,0.183,0.1,0.933,0.633,0.066
0,0.633,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.183,0.566,0.25,0.0,0.133,0.0,0.0,0.0,0.033,0.0,0.0,0.0,8,1,97.67047,10,1,95.51801,2.198,0.0,0.4,0.999,0.133,0.649,0.666,0.25,0.0
1,0.183,0.15,0.05,0.25,0.0,0.033,0.117,0.017,0.0,0.033,0.333,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.233,0.0,0.0,8,1,99.19733000000001,10,1,97.67047,1.565,0.45,0.167,0.366,0.166,0.299,0.816,0.267,0.0
2,0.133,0.0,0.0,0.0,0.0,0.2,0.85,0.4,0.0,0.033,0.217,0.417,0.0,0.0,0.05,0.017,0.0,0.033,0.183,0.0,0.0,8,1,101.67902,10,1,99.19733000000001,2.533,0.0,1.45,0.667,0.067,0.266,1.3,0.834,0.0
3,0.15,0.0,0.0,0.0,0.0,0.0,0.117,0.283,0.0,0.0,0.133,0.217,0.033,0.05,0.217,0.067,0.0,0.117,0.0,0.0,0.0,8,1,103.02631,10,1,101.67902,1.384,0.0,0.4,0.383,0.334,0.167,0.467,0.567,0.033
4,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.383,0.017,0.0,0.017,0.067,0.067,0.0,0.0,0.15,0.233,8,1,104.34003,10,1,103.02631,1.35,0.0,0.0,0.783,0.151,0.0,0.4,0.6,0.317
5,0.05,0.017,0.2,0.1,0.083,0.0,0.0,0.2,0.3,0.0,0.15,0.0,0.217,0.0,0.05,0.033,0.0,0.0,0.0,0.017,0.333,8,1,106.04926,10,1,104.34003,1.75,0.4,0.5,0.367,0.083,0.017,0.4,0.35,0.933
0,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.033,0.983,0.15,0.0,0.117,0.916,1.033,0.167,0.0,0.0,0.05,0.167,9,1,117.09125,10,1,113.19635,3.966,0.0,0.033,1.166,2.233,0.15,1.899,1.266,0.334
1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.05,0.0,0.117,0.417,0.283,0.0,0.0,0.083,0.167,0.0,9,1,118.46954,10,1,117.09125,1.417,0.0,0.05,0.25,0.817,0.117,0.7,0.55,0.0
2,0.283,0.0,0.0,0.0,0.0,0.333,0.067,0.4,0.0,0.483,0.733,0.0,0.0,0.267,1.05,0.317,0.0,0.0,0.0,0.233,0.0,9,1,122.56024,10,1,118.46954,4.166,0.0,0.8,1.216,1.634,1.083,1.85,0.95,0.0
3,0.183,0.0,0.0,0.0,0.0,0.4,0.017,0.0,0.0,0.55,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.083,0.117,9,1,124.02277,10,1,122.56024,1.5,0.0,0.417,0.65,0.05,0.95,0.167,0.083,0.117
4,0.333,0.0,0.0,0.0,0.0,0.666,0.516,0.267,0.0,1.183,1.116,0.033,0.0,0.1,0.733,0.183,0.0,0.2,0.0,0.0,0.0,9,1,129.26215,10,1,124.02277,5.33,0.0,1.449,2.332,1.016,2.149,2.365,0.483,0.0
5,0.083,0.4,0.0,0.0,0.0,0.117,0.333,0.0,0.0,0.1,0.516,0.05,0.0,0.067,0.533,0.0,0.0,0.0,0.083,0.15,0.0,9,1,131.64569,10,1,129.26215,2.432,0.4,0.45,0.666,0.6,0.684,1.465,0.2,0.0
6,0.233,0.05,0.217,0.0,0.0,0.233,1.999,1.216,0.15,0.9,1.1,3.015,0.267,0.017,0.683,0.367,0.017,0.283,0.183,0.0,0.0,9,1,142.4057,10,1,131.64569,10.93,0.267,3.598,5.282,1.084,1.483,4.182,4.598,0.434
7,0.15,0.0,0.0,0.0,0.0,0.083,0.067,0.267,0.083,0.283,0.183,0.6,0.133,0.05,0.067,0.783,0.0,1.0,0.0,0.0,0.0,9,1,146.08661,10,1,142.4057,3.749,0.0,0.5,1.199,0.9,1.416,0.317,1.65,0.216
8,0.05,0.017,1.416,2.382,0.033,0.0,0.25,1.299,0.083,0.133,1.1,1.233,0.0,0.017,0.083,0.117,0.017,0.117,0.083,0.0,0.0,9,1,154.38177,10,1,146.08661,8.43,3.848,1.632,2.466,0.234,0.284,2.932,5.031,0.133
9,0.017,0.0,0.35,0.25,0.0,0.0,0.1,0.25,0.0,0.0,0.25,0.233,0.333,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,9,1,156.32062,10,1,154.38177,1.983,0.6,0.35,0.816,0.1,0.1,0.8,0.733,0.333
10,0.067,0.0,0.0,0.0,0.0,0.0,0.033,0.233,0.0,0.15,0.916,0.516,0.0,0.033,0.05,0.0,0.0,0.183,0.0,0.0,0.0,9,1,158.45758,10,1,156.32062,2.181,0.0,0.266,1.582,0.083,0.366,0.999,0.749,0.0
11,0.05,0.0,0.5,0.417,0.1,0.0,0.383,0.233,0.35,0.0,0.183,0.45,0.033,0.0,0.0,0.283,0.05,0.0,0.0,0.283,0.05,9,0,161.75995,10,1,158.45758,3.365,1.017,0.966,0.666,0.333,0.0,1.066,1.666,0.583
0,0.067,0.0,0.0,0.0,0.0,0.0,0.483,0.217,0.0,0.0,0.25,0.167,0.0,0.05,0.017,0.0,0.0,0.167,0.45,0.0,0.0,10,1,169.8576,10,1,168.03412,1.868,0.0,0.7,0.417,0.067,0.217,1.2,0.384,0.0
1,0.433,0.0,0.0,0.05,0.0,0.0,0.2,0.183,0.0,0.083,0.816,0.333,0.383,0.017,0.1,0.183,0.0,0.0,0.283,0.05,0.017,10,1,172.92987,10,1,169.8576,3.131,0.05,0.383,1.615,0.3,0.1,1.399,0.799,0.4
2,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.666,0.017,0.0,0.033,0.2,0.0,0.1,0.1,0.0,0.0,10,1,174.27716,10,1,172.92987,1.382,0.0,0.0,0.766,0.233,0.1,0.216,0.866,0.017
3,0.65,0.0,0.0,0.0,0.0,0.017,0.2,0.25,0.017,0.133,0.666,1.266,0.05,0.05,0.167,0.167,0.267,0.033,0.133,0.0,0.0,10,1,178.26946999999998,10,1,174.27716,4.066,0.0,0.484,2.115,0.651,0.233,1.166,1.683,0.334
4,0.083,0.0,0.0,0.0,0.0,0.0,0.267,0.083,0.067,0.35,0.75,0.866,0.25,0.067,0.0,0.017,0.017,0.0,0.25,0.0,0.0,10,1,181.27606,10,1,178.26946999999998,3.067,0.0,0.417,2.216,0.101,0.417,1.267,0.966,0.334
5,0.333,0.0,0.0,0.0,0.0,0.15,0.05,0.067,0.0,0.5,0.0,0.033,0.0,0.417,0.0,0.1,0.1,0.417,0.0,0.0,0.0,10,1,183.3952,10,1,181.27606,2.167,0.0,0.267,0.533,0.617,1.484,0.05,0.2,0.1
6,0.2,0.0,0.0,0.0,0.167,0.2,0.433,0.083,0.0,0.483,0.367,0.067,0.0,0.0,0.017,0.033,0.0,0.05,0.133,0.167,0.0,10,1,185.74469,10,1,183.3952,2.4,0.167,0.716,0.917,0.05,0.733,0.95,0.35,0.167
7,0.383,0.0,0.0,0.0,0.0,0.2,0.6,0.267,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,10,1,187.55303999999998,10,1,185.74469,1.851,0.0,1.067,0.334,0.0,0.367,0.834,0.267,0.0
8,0.2,0.083,0.417,0.067,0.0,0.0,0.067,0.267,0.0,0.0,0.0,0.267,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.133,0.117,10,1,189.14545,10,1,187.55303999999998,1.635,0.567,0.334,0.267,0.017,0.083,0.501,0.734,0.117
9,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.566,0.0,0.0,0.317,0.816,0.0,0.0,0.0,0.067,0.0,10,1,191.31403,10,1,189.14545,2.216,0.0,0.0,0.883,1.133,0.0,0.634,1.449,0.0
10,0.067,0.0,0.0,0.0,0.0,0.033,0.333,0.0,0.0,0.083,0.367,0.1,0.0,0.083,0.483,0.067,0.0,0.0,0.0,0.167,0.033,10,1,193.08954,10,1,191.31403,1.816,0.0,0.366,0.55,0.633,0.199,1.183,0.334,0.033
0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.367,0.633,0.15,0.017,0.15,0.167,0.0,0.0,0.0,0.033,0.117,0.0,11,1,200.13593,10,1,198.39594,1.784,0.0,0.05,1.167,0.317,0.517,0.833,0.267,0.067
1,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.05,0.0,0.3,0.3,0.45,0.233,0.017,0.167,0.05,0.0,0.0,0.083,0.067,11,1,202.12396,10,1,200.13593,2.033,0.0,0.233,1.05,0.467,0.233,0.317,0.733,0.617
2,0.1,0.0,0.0,0.0,0.0,0.017,0.4,0.333,0.1,0.217,0.333,0.133,0.133,0.033,0.0,0.083,0.033,0.15,0.0,0.0,0.0,11,1,204.14606,10,1,202.12396,2.065,0.0,0.85,0.816,0.149,0.417,0.733,0.549,0.266
3,0.183,0.0,0.0,0.0,0.0,0.0,0.7,1.466,0.017,0.183,0.533,0.75,0.033,0.3,0.267,0.183,0.0,0.117,0.0,0.0,0.0,11,1,208.79584,10,1,204.14606,4.732,0.0,2.183,1.499,0.75,0.6,1.5,2.399,0.05
4,0.117,0.0,0.0,0.0,0.0,0.15,0.45,0.283,0.0,0.25,0.45,0.033,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.117,11,1,210.63592999999997,10,1,208.79584,1.883,0.0,0.883,0.733,0.033,0.4,0.933,0.316,0.117
5,0.4,0.0,0.0,0.0,0.033,0.017,0.2,0.067,0.167,0.35,0.0,0.183,0.15,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,11,1,212.45892,10,1,210.63592999999997,1.867,0.033,0.451,0.683,0.1,0.367,0.5,0.25,0.35
6,1.516,1.383,1.299,0.483,0.283,1.033,3.015,0.833,0.05,1.066,4.232,0.417,0.0,0.583,0.25,0.033,0.0,0.05,0.183,0.1,0.0,11,1,229.02045,10,1,212.45892,16.809,3.448,4.931,5.715,0.866,4.115,8.979,1.866,0.333
7,0.3,0.0,0.0,0.0,0.0,0.0,0.033,0.117,0.0,0.267,1.316,0.367,0.083,0.0,0.133,0.0,0.0,0.0,0.0,0.2,0.0,11,1,231.78094,10,1,229.02045,2.816,0.0,0.15,2.033,0.133,0.267,1.482,0.684,0.083
8,0.333,0.0,0.0,0.0,0.0,0.333,1.599,1.533,0.2,0.217,1.133,1.816,0.05,0.067,0.017,0.117,0.0,0.1,0.133,0.0,0.0,11,1,239.30292000000003,10,1,231.78094,7.648,0.0,3.665,3.216,0.201,0.717,2.882,3.466,0.25
9,0.333,0.0,0.0,0.0,0.0,0.0,0.483,0.283,0.0,0.616,0.317,0.05,0.0,0.0,0.05,0.017,0.0,0.0,0.167,0.0,0.017,11,1,241.58733999999998,10,1,239.30292000000003,2.333,0.0,0.766,0.983,0.067,0.616,1.017,0.35,0.017
10,0.4,0.0,0.0,0.0,0.0,0.367,0.0,0.0,0.0,0.583,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.033,0.217,0.1,0.0,11,1,243.26202,10,1,241.58733999999998,1.717,0.0,0.367,0.583,0.017,1.0,0.217,0.1,0.0
11,0.267,0.65,6.181,0.566,0.233,1.266,0.883,0.6,0.133,0.417,0.9,0.516,0.367,0.05,0.017,0.0,0.0,0.616,0.05,0.0,0.0,11,0,256.76935,10,1,243.26202,13.712,7.63,2.882,2.2,0.067,2.999,8.031,1.682,0.733
12,0.233,0.05,0.033,0.0,0.0,0.383,0.583,0.0,0.0,0.683,0.55,0.0,0.0,0.233,0.183,0.0,0.0,0.05,0.083,0.0,0.0,11,0,259.7735,10,1,256.76935,3.064,0.083,0.966,1.233,0.416,1.399,1.432,0.0,0.0
13,0.067,0.0,0.0,0.0,0.0,0.0,0.033,0.083,0.0,0.017,0.233,0.5,0.133,0.383,0.9,0.417,0.117,0.0,0.0,0.15,0.05,11,0,262.79828,10,1,259.7735,3.083,0.0,0.116,0.883,1.817,0.4,1.166,1.15,0.3
14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.083,0.233,0.15,0.633,0.516,0.0,0.05,0.167,0.0,0.0,11,0,264.80023,10,1,262.79828,2.049,0.0,0.167,0.316,1.299,0.2,0.8,0.599,0.4
15,0.183,0.0,0.3,0.0,0.0,0.0,0.0,0.117,0.267,0.0,0.0,0.25,0.267,0.0,0.033,0.35,0.05,0.0,0.0,0.0,0.2,11,0,266.77179,10,1,264.80023,2.017,0.3,0.384,0.517,0.433,0.0,0.333,0.717,0.784
16,0.317,0.0,0.3,0.516,0.0,0.0,0.05,0.666,0.067,0.0,0.033,0.333,0.033,0.0,0.017,0.033,0.0,0.0,0.017,0.067,0.0,11,0,269.17194,10,1,266.77179,2.449,0.816,0.783,0.399,0.05,0.0,0.417,1.615,0.1
0,0.05,0.0,0.0,0.0,0.0,0.067,0.033,0.35,0.0,0.0,0.117,0.233,0.0,0.0,0.0,0.15,0.0,0.033,0.167,0.0,0.0,1,1,11.12219,11,1,9.95544,1.2,0.0,0.45,0.35,0.15,0.1,0.317,0.733,0.0
0,0.317,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.683,0.0,0.0,0.333,0.017,0.0,0.017,0.167,0.0,2,1,18.28491,11,1,16.281010000000002,2.051,0.2,0.317,0.683,0.35,0.0,0.017,0.5,1.217
0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.183,0.0,0.0,0.0,0.5,0.05,0.0,0.383,0.017,0.0,3,1,24.4967,11,1,23.19739,1.333,0.0,0.0,0.366,0.55,0.0,0.566,0.7,0.05
0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0,4,1,30.4259,11,1,29.0625,1.4,0.0,0.0,0.45,0.6,0.0,0.0,1.35,0.0
0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.766,0.067,0.0,0.0,0.233,0.067,0.0,5,1,40.562740000000005,11,1,39.13306,1.466,0.0,0.0,0.0,1.116,0.283,0.999,0.134,0.0
1,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.583,0.2,0.0,0.666,0.833,0.1,0.0,0.0,0.2,0.233,0.017,5,0,44.09497,11,1,40.562740000000005,3.598,0.0,0.0,0.983,1.599,0.866,1.616,0.533,0.017
2,0.05,0.0,0.0,0.0,0.0,0.0,0.566,0.117,0.0,0.0,0.566,0.017,0.0,0.0,0.033,0.0,0.0,0.0,0.183,0.017,0.0,5,1,45.6062,11,1,44.09497,1.549,0.0,0.683,0.583,0.033,0.0,1.348,0.151,0.0
3,0.033,0.0,0.0,0.0,0.0,0.4,0.333,0.0,0.0,0.417,0.25,0.0,0.0,0.167,0.017,0.0,0.0,0.0,0.1,0.083,0.267,5,1,47.62683,11,1,45.6062,2.067,0.0,0.733,0.667,0.184,0.984,0.7,0.083,0.267
4,0.267,0.0,0.0,0.05,0.05,0.383,0.4,0.533,0.067,0.167,0.033,0.0,0.0,0.0,0.017,0.033,0.0,0.1,0.133,0.0,0.0,5,0,49.81177,11,1,47.62683,2.233,0.1,1.383,0.2,0.05,0.65,0.583,0.616,0.117
5,0.1,0.0,0.0,0.283,0.35,0.0,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.383,0.05,5,0,51.24146,11,1,49.81177,1.466,0.633,0.283,0.0,0.017,0.0,0.0,0.683,0.683
0,0.0,0.017,0.067,0.0,0.0,0.05,0.083,0.0,0.0,0.3,0.233,0.0,0.0,0.117,0.267,0.0,0.0,0.0,0.2,0.0,0.0,6,1,57.123290000000004,11,1,55.82532,1.334,0.084,0.133,0.533,0.384,0.484,0.85,0.0,0.0
1,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.417,0.317,0.0,0.0,0.0,0.117,0.283,6,0,58.7002,11,1,57.123290000000004,1.618,0.0,0.0,0.067,0.734,0.0,0.484,0.434,0.283
2,0.383,0.0,0.1,1.25,0.0,0.0,0.0,0.666,0.117,0.0,0.566,0.766,0.183,0.25,0.0,0.25,0.0,0.0,0.15,0.05,0.0,6,1,63.34961,11,1,58.7002,4.731,1.35,0.783,1.515,0.5,0.25,0.816,2.982,0.3
3,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466,0.9,0.0,0.0,0.033,0.117,0.0,0.0,0.167,0.033,0.0,6,1,65.04163,11,1,63.34961,1.733,0.0,0.0,1.366,0.15,0.0,0.666,1.05,0.0
4,0.333,0.117,0.533,1.699,0.05,0.0,0.367,0.916,0.666,0.017,0.0,0.483,0.15,0.233,0.0,0.083,0.067,0.0,0.0,0.2,0.133,6,0,70.98999,11,1,65.04163,6.047,2.399,1.949,0.65,0.383,0.367,0.9,3.381,1.066
5,0.0,0.0,0.0,0.533,0.2,0.0,0.0,0.067,0.133,0.0,0.0,0.033,0.05,0.0,0.0,0.033,0.017,0.0,0.15,0.15,0.0,6,0,72.31981999999999,11,1,70.98999,1.366,0.733,0.2,0.083,0.05,0.0,0.15,0.816,0.4
6,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.267,0.533,0.766,0.0,0.0,0.133,0.033,0.0,0.167,0.0,0.0,6,0,74.2583,11,1,72.31981999999999,1.982,0.0,0.0,1.616,0.166,0.05,0.434,0.666,0.799
0,0.267,0.0,0.466,0.117,0.033,0.167,0.417,1.166,0.2,0.3,0.133,0.017,0.0,0.0,0.067,0.067,0.0,0.0,0.0,0.25,0.0,7,1,84.09949,11,1,80.50183,3.667,0.616,1.95,0.45,0.134,0.467,1.083,1.617,0.233
1,0.083,0.0,0.117,0.6,0.433,0.0,0.333,0.0,0.017,0.0,0.017,0.0,0.133,0.0,0.033,0.017,0.0,0.0,0.0,0.317,0.1,7,0,86.2511,11,1,84.09949,2.2,1.15,0.35,0.15,0.05,0.0,0.5,0.934,0.683
2,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.2,0.0,0.0,0.033,0.317,7,1,87.68079,11,1,86.2511,1.466,0.0,0.4,0.433,0.2,0.0,0.0,0.033,1.35
3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.283,0.55,0.35,0.317,0.167,0.783,0.1,0.0,0.0,0.35,0.033,0.0,7,1,90.90111999999999,11,1,87.68079,3.283,0.0,0.3,1.5,1.05,0.45,1.683,0.483,0.617
4,0.017,0.0,0.0,0.0,0.0,0.666,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.466,0.633,0.0,0.0,0.0,0.45,0.117,0.45,7,0,93.87427,11,1,90.90111999999999,3.032,0.0,0.666,0.233,1.099,1.365,1.083,0.117,0.45
5,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,0.0,0.0,0.167,0.0,0.267,7,0,96.27306999999999,11,1,93.87427,2.451,0.0,0.0,0.0,1.8,0.0,0.867,1.1,0.267
0,0.417,0.067,0.2,0.0,0.0,0.666,0.133,0.0,0.0,0.433,0.283,0.0,0.0,0.2,0.05,0.333,0.0,0.0,0.05,0.6,0.15,8,1,107.24951000000001,11,1,103.73145,3.582,0.267,0.799,0.716,0.583,1.366,0.716,0.933,0.15
1,0.267,0.0,0.333,0.433,0.017,0.017,0.133,0.133,0.283,0.217,0.033,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.117,0.083,0.0,8,0,109.28466999999999,11,1,107.24951000000001,2.083,0.783,0.566,0.25,0.017,0.234,0.633,0.649,0.3
